date,heure,convocation,présent
2011-04-04,18:30,2011-03-30,M. Jean-Luc Blanc-Simon
2011-04-04,18:30,2011-03-30,M. Serge Dupouy
2011-04-04,18:30,2011-03-30,Mme Valérie Gardeils
2011-04-04,18:30,2011-03-30,Mme Nelly Gillet
2011-04-04,18:30,2011-03-30,M. Jean Fornier de Lachaux
2011-04-04,18:30,2011-03-30,M. Jean-Pierre Lassalle
2011-04-04,18:30,2011-03-30,M. Alain Marchal
2011-04-04,18:30,2011-03-30,M. Gilles Laporte
2011-04-04,18:30,2011-03-30,M. Jean-Christophe Elineau
2011-04-04,18:30,2011-03-30,M. Jacques Lafitte
2011-04-04,18:30,2011-03-30,M. Jean-Jacques Lesbats
2011-04-04,18:30,2011-03-30,Mme Jessy Pean
2012-03-05,18:30,2012-02-24,M. Jean-Luc Blanc-Simon
2012-03-05,18:30,2012-02-24,Mme Angéline Sourigues
2012-03-05,18:30,2012-02-24,M. Serge Dupouy
2012-03-05,18:30,2012-02-24,Mme Valérie Gardeils
2012-03-05,18:30,2012-02-24,Mme Nelly Gillet
2012-03-05,18:30,2012-02-24,M. Jean Fornier de Lachaux
2012-03-05,18:30,2012-02-24,M. Jean-Pierre Lassalle
2012-03-05,18:30,2012-02-24,M. Alain Marchal
2012-03-05,18:30,2012-02-24,M. Gilles Laporte
2012-03-05,18:30,2012-02-24,M. Jacques Lafitte
2012-03-05,18:30,2012-02-24,M. Jean-Jacques Lesbats
2012-03-05,18:30,2012-02-24,Mme Jessy Pean
2010-04-06,18:30,2010-03-31,M. Michel Fourcade
2010-04-06,18:30,2010-03-31,M. Jean-Luc Blanc-Simon
2010-04-06,18:30,2010-03-31,Mme Angéline Sourigues
2010-04-06,18:30,2010-03-31,M. Serge Dupouy
2010-04-06,18:30,2010-03-31,Mme Nelly Gillet
2010-04-06,18:30,2010-03-31,M. Jean Fornier de Lachaux
2010-04-06,18:30,2010-03-31,M. Jean-Pierre Lassalle
2010-04-06,18:30,2010-03-31,M. Alain Marchal
2010-04-06,18:30,2010-03-31,M. Gilles Laporte
2010-04-06,18:30,2010-03-31,Mme Valérie Gardeils
2010-04-06,18:30,2010-03-31,M. Laurent Martinez
2010-04-06,18:30,2010-03-31,M. Jean-Christophe Elineau
2008-12-08,20:00,2008-12-02,M. Michel Fourcade
2008-12-08,20:00,2008-12-02,M. Yves Morel
2008-12-08,20:00,2008-12-02,M. Jean-Luc Blanc-Simon
2008-12-08,20:00,2008-12-02,Mme Angéline Sourigues
2008-12-08,20:00,2008-12-02,M. Serge Dupouy
2008-12-08,20:00,2008-12-02,M. Jean Fornier de Lachaux
2008-12-08,20:00,2008-12-02,M. Jean-Pierre Lassalle
2008-12-08,20:00,2008-12-02,Mme Fabienne Schaerer
2008-12-08,20:00,2008-12-02,M. Alain Marchal
2008-12-08,20:00,2008-12-02,M. Gilles Laporte
2008-12-08,20:00,2008-12-02,Mme Valérie Gardeils
2008-12-08,20:00,2008-12-02,M. Laurent Martinez
2008-12-08,20:00,2008-12-02,Mme Nelly Gillet
2009-12-08,20:00,2009-12-03,M. Michel Fourcade
2009-12-08,20:00,2009-12-03,M. Jean-Luc Blanc-Simon
2009-12-08,20:00,2009-12-03,Mme Angéline Sourigues
2009-12-08,20:00,2009-12-03,M. Serge Dupouy
2009-12-08,20:00,2009-12-03,Mme Nelly Gillet
2009-12-08,20:00,2009-12-03,M. Jean Fornier de Lachaux
2009-12-08,20:00,2009-12-03,M. Jean-Pierre Lassalle
2009-12-08,20:00,2009-12-03,Mme Fabienne Schaerer
2009-12-08,20:00,2009-12-03,Mme Valérie Gardeils
2009-12-08,20:00,2009-12-03,M. Laurent Martinez
2010-06-08,20:00,2010-06-03,M. Michel Fourcade
2010-06-08,20:00,2010-06-03,M. Jean-Luc Blanc-Simon
2010-06-08,20:00,2010-06-03,Mme Angéline Sourigues
2010-06-08,20:00,2010-06-03,M. Serge Dupouy
2010-06-08,20:00,2010-06-03,Mme Nelly Gillet
2010-06-08,20:00,2010-06-03,M. Jean Fornier de Lachaux
2010-06-08,20:00,2010-06-03,M. Jean-Pierre Lassalle
2010-06-08,20:00,2010-06-03,M. Gilles Laporte
2010-06-08,20:00,2010-06-03,Mme Valérie Gardeils
2010-06-08,20:00,2010-06-03,M. Jean-Christophe Elineau
2009-09-08,20:00,2009-09-02,M. Michel Fourcade
2009-09-08,20:00,2009-09-02,M. Jean-Luc Blanc-Simon
2009-09-08,20:00,2009-09-02,Mme Angéline Sourigues
2009-09-08,20:00,2009-09-02,M. Serge Dupouy
2009-09-08,20:00,2009-09-02,Mme Nelly Gillet
2009-09-08,20:00,2009-09-02,M. Jean Fornier de Lachaux
2009-09-08,20:00,2009-09-02,M. Jean-Pierre Lassalle
2009-09-08,20:00,2009-09-02,Mme Fabienne Schaerer
2009-09-08,20:00,2009-09-02,M. Gilles Laporte
2009-09-08,20:00,2009-09-02,Mme Valérie Gardeils
2009-09-08,20:00,2009-09-02,M. Laurent Martinez
2009-09-08,20:00,2009-09-02,M. Jean-Christophe Elineau
2009-11-09,20:00,2009-11-05,M. Michel Fourcade
2009-11-09,20:00,2009-11-05,M. Jean-Luc Blanc-Simon
2009-11-09,20:00,2009-11-05,Mme Angéline Sourigues
2009-11-09,20:00,2009-11-05,M. Serge Dupouy
2009-11-09,20:00,2009-11-05,Mme Nelly Gillet
2009-11-09,20:00,2009-11-05,M. Jean Fornier de Lachaux
2009-11-09,20:00,2009-11-05,M. Jean-Pierre Lassalle
2009-11-09,20:00,2009-11-05,M. Alain Marchal
2009-11-09,20:00,2009-11-05,M. Gilles Laporte
2009-11-09,20:00,2009-11-05,Mme Valérie Gardeils
2009-11-09,20:00,2009-11-05,M. Laurent Martinez
2009-11-09,20:00,2009-11-05,M. Jean-Christophe Elineau
